estimator,snr0,contrast,delta_L_stable_anchor,L_stable_anchor_reference,L_stable_anchor_arm,delta_L_stable_anchor_structure,L_stable_anchor_structure_reference,L_stable_anchor_structure_arm,bootstrap_unit,bootstrap_n,note,freeze_sha256
WIENER_GAUSSIAN,300.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,300.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,300.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,3000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,3000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,3000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,10000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,10000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,10000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,30000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,30000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,30000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,100000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,100000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,100000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1000000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1000000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1000000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
